"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-78.88","43.92","OSHAWA","6155875","2024-09-01 21:00","2024","09","01","21:00","","22.9","","9.8","","43","","0.0","","32","","32","","16.1","","99.52","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-01 22:00","2024","09","01","22:00","","21.6","","7.6","","40","","0.0","","32","","30","","16.1","","99.60","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-01 23:00","2024","09","01","23:00","","20.2","","9.7","","50","","0.0","","31","","24","","16.1","","99.67","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 00:00","2024","09","02","00:00","","18.0","","9.7","","58","","0.0","","30","","15","","16.1","","99.75","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 01:00","2024","09","02","01:00","","16.3","","10.5","","68","","0.0","","31","","15","","16.1","","99.85","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 02:00","2024","09","02","02:00","","16.6","","10.7","","68","","0.0","","28","","17","","16.1","","99.94","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 03:00","2024","09","02","03:00","","15.7","","10.3","","70","","0.0","","28","","13","","16.1","","99.98","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 04:00","2024","09","02","04:00","","15.3","","9.7","","69","","0.0","","28","","15","","16.1","","100.01","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 05:00","2024","09","02","05:00","","13.1","","9.2","","77","","0.0","","29","","11","","16.1","","100.05","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 06:00","2024","09","02","06:00","","12.2","","9.1","","81","","0.0","","30","","11","","16.1","","100.06","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 07:00","2024","09","02","07:00","","12.1","","9.3","","83","","0.0","","33","","13","","16.1","","100.11","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 08:00","2024","09","02","08:00","","12.1","","9.2","","82","","0.0","","32","","9","","16.1","","100.18","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 09:00","2024","09","02","09:00","","11.8","","8.3","","79","","0.0","","34","","13","","16.1","","100.24","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 10:00","2024","09","02","10:00","","11.2","","8.1","","81","","0.0","","32","","15","","16.1","","100.28","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 11:00","2024","09","02","11:00","","11.2","","7.7","","79","","0.0","","34","","15","","16.1","","100.39","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 12:00","2024","09","02","12:00","","12.3","","7.9","","74","","0.0","","34","","21","","16.1","","100.47","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 13:00","2024","09","02","13:00","","13.8","","7.8","","67","","0.0","","35","","15","","16.1","","100.53","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 14:00","2024","09","02","14:00","","14.9","","5.6","","53","","0.0","","35","","24","","16.1","","100.58","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 15:00","2024","09","02","15:00","","15.5","","5.5","","51","","0.0","","32","","26","","16.1","","100.65","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 16:00","2024","09","02","16:00","","17.2","","4.5","","43","","0.0","","34","","32","","16.1","","100.66","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 17:00","2024","09","02","17:00","","17.9","","6.1","","46","","0.0","","33","","28","","16.1","","100.67","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 18:00","2024","09","02","18:00","","18.4","","4.8","","40","","0.0","","32","","21","","16.1","","100.66","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 19:00","2024","09","02","19:00","","19.3","","4.3","","37","","0.0","","35","","18","","16.1","","100.63","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 20:00","2024","09","02","20:00","","19.7","","4.7","","37","","0.0","","30","","24","","16.1","","100.63","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 21:00","2024","09","02","21:00","","19.8","","4.4","","36","","0.0","","32","","26","","16.1","","100.61","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 22:00","2024","09","02","22:00","","19.1","","4.9","","39","","0.0","","33","","18","","16.1","","100.64","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-02 23:00","2024","09","02","23:00","","17.8","","4.8","","42","","0.0","","32","","17","","16.1","","100.67","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 00:00","2024","09","03","00:00","","15.4","","5.8","","52","","0.0","","30","","13","","16.1","","100.71","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 01:00","2024","09","03","01:00","","13.1","","6.3","","63","","0.0","","31","","9","","16.1","","100.80","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 02:00","2024","09","03","02:00","","12.4","","6.3","","66","","0.0","","34","","9","","16.1","","100.83","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 03:00","2024","09","03","03:00","","11.2","","6.4","","72","","0.0","","35","","9","","16.1","","100.88","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 04:00","2024","09","03","04:00","","9.3","","6.2","","81","","0.0","","35","","8","","16.1","","100.91","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 05:00","2024","09","03","05:00","","9.8","","6.2","","78","","0.0","","","","0","","16.1","","100.92","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 06:00","2024","09","03","06:00","","8.0","","6.1","","88","","0.0","","36","","9","","16.1","","100.94","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 07:00","2024","09","03","07:00","","8.2","","6.9","","92","","0.0","","34","","9","","16.1","","100.96","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 08:00","2024","09","03","08:00","","8.7","","6.5","","86","","0.0","","35","","9","","16.1","","100.97","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 09:00","2024","09","03","09:00","","8.7","","6.4","","85","","0.0","","35","","11","","16.1","","101.01","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 10:00","2024","09","03","10:00","","8.0","","7.3","","95","","0.0","","33","","4","","16.1","","101.04","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 11:00","2024","09","03","11:00","","8.8","","7.9","","94","","0.0","","1","","5","","16.1","","101.09","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 12:00","2024","09","03","12:00","","12.8","","8.7","","76","","0.0","","35","","5","","16.1","","101.10","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 13:00","2024","09","03","13:00","","16.6","","9.8","","64","","0.0","","32","","9","","16.1","","101.14","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 14:00","2024","09","03","14:00","","19.2","","10.3","","56","","0.0","","27","","11","","16.1","","101.15","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 15:00","2024","09","03","15:00","","20.5","","9.6","","49","","0.0","","31","","13","","16.1","","101.16","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 16:00","2024","09","03","16:00","","20.9","","8.4","","44","","0.0","","23","","5","","16.1","","101.13","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 17:00","2024","09","03","17:00","","21.3","","8.8","","44","","0.0","","20","","17","","16.1","","101.06","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 18:00","2024","09","03","18:00","","21.4","","7.4","","40","","0.0","","20","","22","","16.1","","101.06","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 19:00","2024","09","03","19:00","","21.4","","6.8","","38","","0.0","","22","","21","","16.1","","101.04","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 20:00","2024","09","03","20:00","","21.7","","5.0","","33","","0.0","","20","","21","","16.1","","101.00","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 21:00","2024","09","03","21:00","","21.4","","6.0","","36","","0.0","","20","","15","","16.1","","100.97","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 22:00","2024","09","03","22:00","","21.0","","4.8","","34","","0.0","","20","","18","","16.1","","100.98","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-03 23:00","2024","09","03","23:00","","20.1","","7.3","","43","","0.0","","22","","11","","16.1","","100.97","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 00:00","2024","09","04","00:00","","19.0","","8.2","","49","","0.0","","21","","5","","16.1","","100.99","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 01:00","2024","09","04","01:00","","14.4","","9.4","","72","","0.0","","2","","5","","16.1","","101.02","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 02:00","2024","09","04","02:00","","13.6","","9.7","","77","","0.0","","","","0","","16.1","","101.06","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 03:00","2024","09","04","03:00","","12.3","","9.6","","83","","0.0","","35","","5","","16.1","","101.07","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 04:00","2024","09","04","04:00","","11.9","","9.7","","86","","0.0","","1","","5","","16.1","","101.09","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 05:00","2024","09","04","05:00","","11.0","","9.4","","90","","0.0","","36","","5","","16.1","","101.09","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 06:00","2024","09","04","06:00","","10.5","","8.9","","90","","0.0","","1","","4","","16.1","","101.11","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 07:00","2024","09","04","07:00","","10.4","","9.0","","91","","0.0","","3","","4","","16.1","","101.11","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 08:00","2024","09","04","08:00","","10.2","","8.5","","89","","0.0","","35","","5","","16.1","","101.13","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 09:00","2024","09","04","09:00","","9.5","","7.9","","90","","0.0","","","M","4","","16.1","","101.15","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 10:00","2024","09","04","10:00","","8.7","","8.4","","98","","0.0","","36","","8","","16.1","","101.19","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 11:00","2024","09","04","11:00","","9.0","","8.6","","97","","0.0","","1","","5","","16.1","","101.25","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 12:00","2024","09","04","12:00","","11.9","","10.0","","88","","0.0","","1","","5","","16.1","","101.31","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 13:00","2024","09","04","13:00","","17.2","","12.1","","72","","0.0","","","","0","","16.1","","101.32","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 14:00","2024","09","04","14:00","","20.4","","12.4","","60","","0.0","","10","","5","","16.1","","101.31","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 15:00","2024","09","04","15:00","","21.5","","11.8","","53","","0.0","","14","","8","","16.1","","101.31","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 16:00","2024","09","04","16:00","","21.6","","14.0","","62","","0.0","","15","","9","","16.1","","101.32","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 17:00","2024","09","04","17:00","","22.5","","12.0","","51","","0.0","","17","","15","","14.5","","101.28","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 18:00","2024","09","04","18:00","","22.3","","12.3","","53","","0.0","","18","","13","","11.3","","101.25","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 19:00","2024","09","04","19:00","","22.5","","11.8","","50","","0.0","","19","","15","","16.1","","101.20","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 20:00","2024","09","04","20:00","","23.4","","9.4","","41","","0.0","","17","","13","","16.1","","101.17","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 21:00","2024","09","04","21:00","","23.0","","10.9","","46","","0.0","","18","","15","","16.1","","101.12","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 22:00","2024","09","04","22:00","","22.7","","10.7","","46","","0.0","","20","","8","","16.1","","101.10","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-04 23:00","2024","09","04","23:00","","20.8","","13.0","","61","","0.0","","13","","5","","16.1","","101.07","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 00:00","2024","09","05","00:00","","18.7","","13.4","","71","","0.0","","12","","9","","16.1","","101.07","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 01:00","2024","09","05","01:00","","17.3","","13.6","","79","","0.0","","11","","8","","16.1","","101.09","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 02:00","2024","09","05","02:00","","15.9","","13.3","","85","","0.0","","9","","5","","16.1","","101.07","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 03:00","2024","09","05","03:00","","15.6","","13.2","","85","","0.0","","8","","5","","16.1","","101.06","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 04:00","2024","09","05","04:00","","13.2","","12.1","","93","","0.0","","36","","5","","16.1","","101.04","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 05:00","2024","09","05","05:00","","13.0","","12.5","","97","","0.0","","36","","5","","16.1","","101.02","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 06:00","2024","09","05","06:00","","12.6","","12.3","","98","","0.0","","","M","4","","16.1","","100.96","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 07:00","2024","09","05","07:00","","14.4","","14.4","","100","","0.0","","10","","8","","16.1","","100.95","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 08:00","2024","09","05","08:00","","13.3","","13.3","","100","","0.0","","10","","4","","14.5","","100.96","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 09:00","2024","09","05","09:00","","13.2","","13.2","","100","","0.0","","","","0","","16.1","","100.96","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 10:00","2024","09","05","10:00","","12.3","","12.3","","100","","0.0","","","","0","","16.1","","100.96","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 11:00","2024","09","05","11:00","","11.4","","11.4","","100","","0.0","","7","","4","","16.1","","100.95","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 12:00","2024","09","05","12:00","","14.8","","14.8","","100","","0.0","","8","","4","","16.1","","100.93","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 13:00","2024","09","05","13:00","","19.8","","15.6","","77","","0.0","","17","","9","","16.1","","100.90","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 14:00","2024","09","05","14:00","","20.9","","13.8","","64","","0.0","","20","","13","","16.1","","100.88","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 15:00","2024","09","05","15:00","","21.7","","14.9","","65","","0.0","","16","","11","","11.3","","100.83","","26","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 16:00","2024","09","05","16:00","","21.7","","14.3","","62","","0.0","","14","","11","","16.1","","100.76","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 17:00","2024","09","05","17:00","","21.8","","14.3","","62","","0.0","","16","","13","","12.9","","100.68","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 18:00","2024","09","05","18:00","","21.8","","13.8","","60","","0.0","","15","","9","","9.7","","100.67","","25","","","","Haze"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 19:00","2024","09","05","19:00","","22.6","","13.9","","58","","0.0","","15","","13","","11.3","","100.63","","26","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 20:00","2024","09","05","20:00","","23.6","","12.4","","49","","0.0","","13","","13","","16.1","","100.59","","26","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 21:00","2024","09","05","21:00","","23.2","","12.3","","50","","0.0","","13","","13","","16.1","","100.52","","26","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 22:00","2024","09","05","22:00","","22.1","","12.7","","55","","0.0","","12","","13","","16.1","","100.46","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-05 23:00","2024","09","05","23:00","","20.6","","13.9","","65","","0.0","","9","","15","","16.1","","100.43","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 00:00","2024","09","06","00:00","","18.8","","14.5","","76","","0.0","","12","","9","","16.1","","100.37","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 01:00","2024","09","06","01:00","","17.8","","14.2","","79","","0.0","","10","","8","","16.1","","100.33","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 02:00","2024","09","06","02:00","","17.1","","14.7","","86","","0.0","","6","","5","","16.1","","100.31","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 03:00","2024","09","06","03:00","","14.9","","14.5","","97","","0.0","","","","0","","16.1","","100.23","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 04:00","2024","09","06","04:00","","14.8","","14.7","","100","","0.0","","12","","8","","16.1","","100.15","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 05:00","2024","09","06","05:00","","14.3","","14.3","","100","","0.0","","9","","4","","16.1","","100.09","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 06:00","2024","09","06","06:00","","14.4","","13.9","","97","","0.0","","9","","5","","16.1","","100.06","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 07:00","2024","09","06","07:00","","18.1","","16.6","","91","","0.0","","","","0","","16.1","","100.01","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 08:00","2024","09","06","08:00","","19.6","","15.9","","79","","0.0","","18","","11","","16.1","","99.99","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 09:00","2024","09","06","09:00","","19.5","","15.4","","77","","0.0","","16","","8","","16.1","","99.93","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 10:00","2024","09","06","10:00","","19.6","","15.5","","77","","0.0","","17","","8","","16.1","","99.90","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 11:00","2024","09","06","11:00","","18.8","","16.8","","88","","0.0","","15","","11","","14.5","","99.90","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 12:00","2024","09","06","12:00","","18.0","","17.5","","97","","0.5","","11","","5","","16.1","","99.84","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 13:00","2024","09","06","13:00","","18.8","","17.9","","94","","0.0","","13","","5","","16.1","","99.83","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 14:00","2024","09","06","14:00","","19.3","","18.6","","96","","0.0","","10","","5","","16.1","","99.80","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 15:00","2024","09","06","15:00","","20.2","","16.6","","79","","0.0","","17","","8","","16.1","","99.79","","25","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 16:00","2024","09","06","16:00","","19.0","","18.4","","97","","5.3","","19","","8","","16.1","","99.81","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 17:00","2024","09","06","17:00","","19.6","","18.7","","94","","0.2","","17","","5","","14.5","","99.70","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 18:00","2024","09","06","18:00","","20.8","","19.1","","90","","0.0","","18","","11","","16.1","","99.68","","28","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 19:00","2024","09","06","19:00","","20.3","","19.2","","93","","0.0","","19","","13","","16.1","","99.66","","27","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 20:00","2024","09","06","20:00","","20.3","","19.3","","94","","0.0","","18","","13","","16.1","","99.59","","27","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 21:00","2024","09","06","21:00","","20.0","","19.8","","99","","0.5","","20","","11","","9.7","","99.57","","27","","","","Rain,Fog"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 22:00","2024","09","06","22:00","","18.0","","17.8","","99","","17.5","","36","","5","","12.9","","99.61","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-06 23:00","2024","09","06","23:00","","18.3","","17.8","","97","","0.0","","32","","9","","16.1","","99.62","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 00:00","2024","09","07","00:00","","17.6","","16.8","","95","","0.0","","33","","15","","16.1","","99.58","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 01:00","2024","09","07","01:00","","16.8","","15.6","","93","","0.0","","32","","17","","16.1","","99.61","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 02:00","2024","09","07","02:00","","16.1","","14.8","","92","","0.0","","32","","11","","16.1","","99.56","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 03:00","2024","09","07","03:00","","15.5","","13.9","","90","","0.0","","33","","15","","16.1","","99.50","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 04:00","2024","09","07","04:00","","15.2","","14.0","","93","","0.0","","31","","15","","16.1","","99.46","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 05:00","2024","09","07","05:00","","14.6","","14.0","","96","","0.2","","33","","15","","16.1","","99.40","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 06:00","2024","09","07","06:00","","14.0","","14.0","","100","","1.5","","33","","15","","9.7","","99.36","","","","","","Moderate Rain,Fog"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 07:00","2024","09","07","07:00","","13.6","","13.5","","99","","0.5","","32","","9","","12.9","","99.32","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 08:00","2024","09","07","08:00","","13.3","","13.3","","100","","1.0","","29","","13","","16.1","","99.24","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 09:00","2024","09","07","09:00","","13.1","","12.8","","98","","1.5","","32","","22","","16.1","","99.20","","","","","","Rain"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 10:00","2024","09","07","10:00","","12.4","","12.3","","99","","0.0","","31","","15","","16.1","","99.25","","","","","","NA"
"-78.88","43.92","OSHAWA","6155875","2024-09-07 11:00","2024","09","07","11:00","","12.5","","12.0","","97","","0.0","","30","","17","","16.1","","99.28","","","","","","NA"
